chrom	start	end	genomeScore	label
chrX	48671300	48671325	1.08	H3K27ac
chrX	48671325	48671350	1	H3K27ac
chrX	48671350	48671375	0.28	H3K27ac
chrX	48671500	48671525	0.44	H3K27ac
chrX	48671525	48671700	1	H3K27ac
chrX	48671700	48671725	0.12	H3K27ac
chrX	48671750	48671775	0.56	H3K27ac
chrX	48671775	48671900	1	H3K27ac
chrX	48671900	48671925	2.68	H3K27ac
chrX	48671925	48671950	3	H3K27ac
chrX	48671950	48671975	2	H3K27ac
chrX	48671975	48672000	2.64	H3K27ac
chrX	48672000	48672025	7.16	H3K27ac
chrX	48672025	48672050	8	H3K27ac
chrX	48672050	48672075	9.76	H3K27ac
chrX	48672075	48672100	9.8	H3K27ac
chrX	48672100	48672125	9	H3K27ac
chrX	48672125	48672150	9.68	H3K27ac
chrX	48672150	48672175	10	H3K27ac
chrX	48672175	48672200	7.56	H3K27ac
chrX	48672200	48672225	4	H3K27ac
chrX	48672225	48672250	3.36	H3K27ac
chrX	48672250	48672275	3.8	H3K27ac
chrX	48672275	48672300	4.12	H3K27ac
chrX	48672300	48672325	4.88	H3K27ac
chrX	48672325	48672350	4	H3K27ac
chrX	48672350	48672375	4.92	H3K27ac
chrX	48672375	48672400	5	H3K27ac
chrX	48672400	48672425	6.52	H3K27ac
chrX	48672425	48672450	6.32	H3K27ac
chrX	48672450	48672475	4.8	H3K27ac
chrX	48672475	48672500	3.4	H3K27ac
chrX	48672500	48672525	3	H3K27ac
chrX	48672525	48672550	2.64	H3K27ac
chrX	48672550	48672575	2	H3K27ac
chrX	48672575	48672600	1.6	H3K27ac
chrX	48672600	48672625	0.68	H3K27ac
chrX	48672625	48672650	1	H3K27ac
chrX	48672650	48672675	2.36	H3K27ac
chrX	48672675	48672750	3	H3K27ac
chrX	48672750	48672775	3.2	H3K27ac
chrX	48672775	48672800	4.76	H3K27ac
chrX	48672800	48672825	4	H3K27ac
chrX	48672825	48672850	4.4	H3K27ac
chrX	48672850	48672875	3.08	H3K27ac
chrX	48672875	48672950	3	H3K27ac
chrX	48672950	48672975	2.04	H3K27ac
chrX	48672975	48673000	1	H3K27ac
chrX	48673000	48673025	0.84	H3K27ac
chrX	48673100	48673125	0.68	H3K27ac
chrX	48673125	48673150	2.44	H3K27ac
chrX	48673150	48673175	3.44	H3K27ac
chrX	48673175	48673200	4.44	H3K27ac
chrX	48673200	48673225	5.04	H3K27ac
chrX	48673225	48673250	6	H3K27ac
chrX	48673250	48673275	6.6	H3K27ac
chrX	48673275	48673300	6.88	H3K27ac
chrX	48673300	48673325	5.68	H3K27ac
chrX	48673325	48673350	4	H3K27ac
chrX	48673350	48673375	3.12	H3K27ac
chrX	48673375	48673400	2.12	H3K27ac
chrX	48673400	48673425	1.52	H3K27ac
chrX	48673425	48673450	0.96	H3K27ac
chrX	48673675	48673700	0.28	H3K27ac
chrX	48673700	48673875	1	H3K27ac
chrX	48673875	48673900	0.28	H3K27ac
chrX	48674050	48674075	0.96	H3K27ac
chrX	48674075	48674100	1	H3K27ac
chrX	48674100	48674125	1.88	H3K27ac
chrX	48674125	48674200	2	H3K27ac
chrX	48674200	48674225	2.08	H3K27ac
chrX	48674225	48674250	2.88	H3K27ac
chrX	48674250	48674275	3	H3K27ac
chrX	48674275	48674300	3.16	H3K27ac
chrX	48674300	48674325	4.32	H3K27ac
chrX	48674325	48674350	5.96	H3K27ac
chrX	48674350	48674375	6	H3K27ac
chrX	48674375	48674400	7.76	H3K27ac
chrX	48674400	48674425	7.48	H3K27ac
chrX	48674425	48674450	6.28	H3K27ac
chrX	48674450	48674475	6	H3K27ac
chrX	48674475	48674500	4.88	H3K27ac
chrX	48674500	48674525	2.6	H3K27ac
chrX	48674525	48674550	2	H3K27ac
chrX	48674550	48674575	1.36	H3K27ac
chrX	48675000	48675025	0.4	H3K27ac
chrX	48675025	48675200	2	H3K27ac
chrX	48675200	48675225	0.8	H3K27ac
chrX	48675225	48675400	1	H3K27ac
chrX	48675400	48675425	0.48	H3K27ac
chrX	48675675	48675700	0.48	H3K27ac
chrX	48675700	48675850	1	H3K27ac
chrX	48675850	48675875	1.96	H3K27ac
chrX	48675875	48675900	1.08	H3K27ac
chrX	48675900	48676025	1	H3K27ac
chrX	48676025	48676050	0.6	H3K27ac
chrX	48676475	48676500	0.16	H3K27ac
chrX	48676500	48676625	1	H3K27ac
chrX	48676625	48676650	1.36	H3K27ac
chrX	48676650	48676675	2	H3K27ac
chrX	48676675	48676700	1.4	H3K27ac
chrX	48676700	48676825	1	H3K27ac
chrX	48676825	48676850	0.2	H3K27ac
chrX	48676875	48676900	0.8	H3K27ac
chrX	48676900	48677050	1	H3K27ac
chrX	48677050	48677075	0.76	H3K27ac
chrX	48677100	48677125	1.68	H3K27ac
chrX	48677125	48677150	2	H3K27ac
chrX	48677150	48677175	3.76	H3K27ac
chrX	48677175	48677200	4	H3K27ac
chrX	48677200	48677225	5.36	H3K27ac
chrX	48677225	48677275	7	H3K27ac
chrX	48677275	48677300	6.92	H3K27ac
chrX	48677300	48677325	6.56	H3K27ac
chrX	48677325	48677350	6.36	H3K27ac
chrX	48677350	48677375	5	H3K27ac
chrX	48677375	48677400	5.08	H3K27ac
chrX	48677400	48677425	3.32	H3K27ac
chrX	48677425	48677475	3	H3K27ac
chrX	48677475	48677500	2.08	H3K27ac
chrX	48677500	48677575	1	H3K27ac
chrX	48677575	48677600	0.48	H3K27ac
chrX	48677600	48677625	0.56	H3K27ac
chrX	48677625	48677750	1	H3K27ac
chrX	48677750	48677775	1.04	H3K27ac
chrX	48677775	48677800	2	H3K27ac
chrX	48677800	48677950	1	H3K27ac
chrX	48677950	48677975	0.52	H3K27ac
chrX	48678825	48678850	0.32	H3K27ac
chrX	48678850	48678875	1	H3K27ac
chrX	48678875	48678900	2.16	H3K27ac
chrX	48678900	48678925	3	H3K27ac
chrX	48678925	48678950	3.6	H3K27ac
chrX	48678950	48679025	4	H3K27ac
chrX	48679025	48679050	3.48	H3K27ac
chrX	48679050	48679075	3.96	H3K27ac
chrX	48679075	48679100	2	H3K27ac
chrX	48679100	48679125	1.96	H3K27ac
chrX	48679125	48679225	1	H3K27ac
chrX	48679225	48679250	0.32	H3K27ac
